iter	Logloss
175	0.03878354558
176	0.03863750724
177	0.03849372315
178	0.03830416892
179	0.03805273664
180	0.03793370191
181	0.03777443998
182	0.03763541416
183	0.03752758485
184	0.03743170972
185	0.03726714859
186	0.03713100642
187	0.03694025937
188	0.03687520926
189	0.03674667938
190	0.03657790916
191	0.03650314666
192	0.03634943677
193	0.03620061656
194	0.03588093032
195	0.03575299791
196	0.035566554
197	0.03547952259
198	0.03533419253
199	0.03516529502
200	0.0350555294
201	0.03493242207
202	0.03465460707
203	0.03455462252
204	0.03435510737
205	0.03420922046
206	0.03403052481
207	0.03394158885
208	0.0337542596
209	0.0336560475
210	0.03353802337
211	0.03347161972
212	0.03338671288
213	0.03329476243
214	0.03316976192
215	0.03306893069
216	0.03290264248
217	0.0326143493
218	0.03243930228
219	0.03235385518
220	0.03226716832
221	0.03213603067
222	0.03201726462
223	0.03183182433
224	0.03173325191
225	0.03164123025
226	0.03150246172
227	0.03136457428
228	0.031277364
229	0.03117604175
230	0.03105539971
231	0.03093326489
232	0.03087659195
233	0.03073716597
234	0.03054704774
235	0.03038194577
236	0.03029351012
237	0.03009407076
238	0.03001432331
239	0.02989588314
240	0.02976331454
241	0.02968400159
242	0.02961458876
243	0.0294959791
244	0.02935162258
245	0.02925721793
246	0.02920020253
247	0.02901541428
248	0.02892346454
249	0.0288449103
250	0.02853350693
251	0.02841196175
252	0.02835961491
253	0.0282167677
254	0.02817086863
255	0.02810047051
256	0.02800416486
257	0.02796558607
258	0.02786997223
259	0.02778177606
260	0.02766651374
261	0.02757921237
262	0.02747049146
263	0.02720680792
264	0.02710880578
265	0.02702080281
266	0.02692998126
267	0.02679688265
268	0.02671799503
269	0.02663344011
270	0.02652821026
271	0.02648419569
272	0.02644939453
273	0.02634393235
274	0.02627715851
275	0.02622288161
276	0.02617140045
277	0.02612267101
278	0.02604042477
279	0.0259431303
280	0.02585745694
281	0.02562805223
282	0.02553735075
283	0.02548165634
284	0.02538516759
285	0.02524607855
286	0.02515198218
287	0.02506916396
288	0.02498906578
289	0.02495793758
290	0.02485181331
291	0.02479115121
292	0.02473156324
293	0.02459212523
294	0.0244658385
295	0.02433416432
296	0.02429567687
297	0.02424890524
298	0.02415622126
299	0.0240662675
300	0.02398643902
301	0.02392825844
302	0.02387168727
303	0.02377939328
304	0.02361898627
305	0.02357944754
306	0.02350796531
307	0.02344970629
308	0.02334247134
309	0.02330197913
310	0.02321075417
311	0.02317920287
312	0.02306679514
313	0.023038135
314	0.02297895193
315	0.02286379629
316	0.02275751139
317	0.02270231614
318	0.02261958763
319	0.02254966668
320	0.02243814471
321	0.0223450779
322	0.0223022734
323	0.02224176859
324	0.02217619726
325	0.02206131295
326	0.02195629105
327	0.02183332995
328	0.0217389677
329	0.02166434513
330	0.02161386014
331	0.02153274246
332	0.02147906255
333	0.02143371836
334	0.02135787406
335	0.02130006118
336	0.02122878047
337	0.02115067858
338	0.02102836976
339	0.02096565238
340	0.02093760308
341	0.02085545536
342	0.02078703268
343	0.02070418997
344	0.02065554921
345	0.02060257785
346	0.02053108354
347	0.02047295469
348	0.02041891818
349	0.02032196618
350	0.02023109132
351	0.0202191057
352	0.02014087808
353	0.02008851305
354	0.02002609135
355	0.01999608082
356	0.01993974956
357	0.01985067124
358	0.01976653725
359	0.01964136444
360	0.01961502876
361	0.01957126503
362	0.01951927152
363	0.01945431676
364	0.01938771492
365	0.0193735529
366	0.01930528469
367	0.01921261922
368	0.01915213109
369	0.01909282456
370	0.01904448517
371	0.01897688197
372	0.01889385689
373	0.01886599799
374	0.01880542946
375	0.01879625206
376	0.01875324593
377	0.01868236008
378	0.01866665453
379	0.01860907002
380	0.01856261329
381	0.01852298937
382	0.01846837026
383	0.01841043283
384	0.01835336916
385	0.01829726489
386	0.01823057547
387	0.01817193675
388	0.01810375474
389	0.01804047136
390	0.01798202193
391	0.01795215589
392	0.01792483269
393	0.01785792951
394	0.01784701664
395	0.01779113653
396	0.01772203974
397	0.01767300668
398	0.01764693634
399	0.01761370489
400	0.01757578105
401	0.01755038338
402	0.01750242787
403	0.01743886741
404	0.01736874796
405	0.01734510751
406	0.01729743322
407	0.01724944257
408	0.0172025457
409	0.01714367069
410	0.01709089091
411	0.01705098775
412	0.01699727046
413	0.01693098747
414	0.01689100553
415	0.01684951644
416	0.01681935667
417	0.01678565201
418	0.01673617281
419	0.01672432526
420	0.01670892823
421	0.016666581
422	0.01661757619
423	0.01657572707
424	0.01652554707
425	0.0164711904
426	0.01642938894
427	0.01638794742
428	0.01633541101
429	0.01631862979
430	0.01630107522
431	0.01628382836
432	0.0162297536
433	0.01618010735
434	0.01613291227
435	0.01610217326
436	0.01604608033
437	0.01600334547
438	0.01596280291
439	0.0159390831
440	0.01586709993
441	0.01583693537
442	0.01582613048
443	0.01578256188
444	0.01574117819
445	0.01567388127
446	0.01564421149
447	0.01561558046
448	0.01557769564
449	0.0155482144
450	0.01550604907
451	0.01546919169
452	0.01544788985
453	0.01540374494
454	0.0153646232
455	0.0153293165
456	0.01526683732
457	0.01519784215
458	0.01513492503
459	0.01505871536
460	0.01504367678
461	0.01500627233
462	0.01497658678
463	0.01494949124
464	0.01491352129
465	0.01486603307
466	0.01482329254
467	0.01476063719
468	0.01475360628
469	0.01472032901
470	0.01468624435
471	0.01467197896
472	0.01463070614
473	0.01458678274
474	0.01455007701
475	0.01447348812
476	0.01444615502
477	0.01442351787
478	0.01437598709
479	0.01434960455
480	0.01432148182
481	0.0143066314
482	0.0142705089
483	0.0142177918
484	0.01420396127
485	0.01415889248
486	0.014112107
487	0.01408386827
488	0.01405317612
489	0.01399707853
490	0.01395895039
491	0.01389038689
492	0.01385258298
493	0.01383035326
494	0.01376627997
495	0.01374779233
496	0.01373953908
497	0.01370725018
498	0.0136836915
499	0.01366751187
500	0.01362791787
501	0.01362078358
502	0.0136019036
503	0.01356276284
504	0.01355743366
505	0.01350436029
506	0.013480853
507	0.01344204522
508	0.01339946399
509	0.01338719441
510	0.01333945515
511	0.01332184774
512	0.01329057566
513	0.01327780957
514	0.01325946074
515	0.01323174636
516	0.0131978808
517	0.0131745614
518	0.01315057582
519	0.01313228274
520	0.01310170474
521	0.01305575902
522	0.01305005598
523	0.012989886
524	0.01294162192
525	0.0129148343
526	0.01287629268
527	0.01285571022
528	0.01284001412
529	0.01279980241
530	0.01277719068
531	0.0127566542
532	0.01273566454
533	0.01272455576
534	0.01269206914
535	0.01265632535
536	0.01261557606
537	0.01259186972
538	0.01258048218
539	0.01254350768
540	0.01252596439
541	0.01249642009
542	0.01244583912
543	0.01242547859
544	0.01239868028
545	0.01236551302
546	0.01234198377
547	0.01232072118
548	0.01230024875
549	0.01225615974
550	0.0122453491
551	0.01223564811
552	0.01221286556
553	0.0121850235
554	0.01216424126
555	0.01214202587
556	0.01213357042
557	0.01210794942
558	0.01209781032
559	0.0120762217
560	0.01205562214
561	0.01202519654
562	0.01201543049
563	0.01199401313
564	0.01195753961
565	0.01193872205
566	0.01190665501
567	0.01189868887
568	0.01186922603
569	0.01183363382
570	0.01179881872
571	0.01178933623
572	0.01177115169
573	0.01173894121
574	0.0117174328
575	0.01170034504
576	0.01167461588
577	0.01166480816
578	0.01164199715
579	0.01160922738
580	0.01155970837
581	0.01154297538
582	0.0115224309
583	0.01151064883
584	0.01149250788
585	0.01146754169
586	0.01143742082
587	0.01141851008
588	0.01139704173
589	0.01138832625
590	0.0113666498
591	0.0113413707
592	0.01130857135
593	0.01129509611
594	0.01126385547
595	0.01124946945
596	0.01122925295
597	0.01119858175
598	0.01115950005
599	0.01114202447
600	0.01110820427
601	0.01108752704
602	0.01107849671
603	0.01107034189
604	0.01104472037
605	0.01101632633
606	0.01099992278
607	0.01097028779
608	0.01095157956
609	0.01094418063
610	0.01092808289
611	0.0109151299
612	0.0108847275
613	0.01086952966
614	0.01082903963
615	0.01082123444
616	0.01078214293
617	0.01076981258
618	0.01073999458
619	0.01072742436
620	0.01069025259
621	0.01066511943
622	0.0106455321
623	0.01061079322
624	0.01058456963
625	0.01056044977
626	0.01053306878
627	0.01052105864
628	0.01050213064
629	0.01046829158
630	0.01045652755
631	0.01044854299
632	0.01042722301
633	0.01036674497
634	0.01034770481
635	0.0103241717
636	0.01031503956
637	0.01029350381
638	0.01028461401
639	0.01026477859
640	0.01024864411
641	0.01022465741
642	0.01020257159
643	0.01017951781
644	0.01014747367
645	0.01012701853
646	0.01010523957
647	0.01007836557
648	0.01005817989
649	0.01003883275
650	0.01002543106
651	0.01001836486
652	0.009984359629
653	0.009962262146
654	0.009933698225
655	0.009919838622
656	0.00989773343
657	0.009886920678
658	0.009867974453
659	0.009854769557
660	0.009832891635
661	0.009811124759
662	0.009773450758
663	0.009755661963
664	0.009748625384
665	0.009720523383
666	0.009707196222
667	0.009681453384
668	0.009653379225
669	0.009628360024
670	0.00960468529
671	0.009577183595
672	0.009564860208
673	0.009535451505
674	0.009526370759
675	0.00951395717
676	0.009490769058
677	0.009472431836
678	0.009447125518
679	0.009421439419
680	0.009401677659
681	0.009384391719
682	0.009357601831
683	0.009312196722
684	0.009290797041
685	0.009279440785
686	0.009270724293
687	0.009264478629
688	0.009248115263
689	0.009213711601
690	0.009184355883
691	0.009177947692
692	0.009171390587
693	0.009141972321
694	0.009119420959
695	0.009111204187
696	0.009101940964
697	0.00908455193
698	0.009053159524
699	0.009042012946
700	0.009024290629
701	0.009010035585
702	0.009003993723
703	0.008976830995
704	0.008966279068
705	0.008966289158
706	0.008960169444
707	0.008943017589
708	0.00891293925
709	0.008887812297
710	0.008875810162
711	0.008846927182
712	0.008835767955
713	0.008821131963
714	0.0088128377
715	0.008791391601
716	0.008762845548
717	0.00872508657
718	0.008725097375
719	0.008715822137
720	0.008684701701
721	0.008661226343
722	0.008652165546
723	0.008634263044
724	0.00862902346
725	0.008612064858
726	0.008592660714
727	0.008549527807
728	0.00853157941
729	0.008522377588
730	0.008507876464
731	0.008494600476
732	0.008480366379
733	0.008461089117
734	0.008451314426
735	0.008451314426
736	0.008442709459
737	0.008425155332
738	0.008398085136
739	0.008392783213
740	0.00836781785
741	0.008359191912
742	0.008340201503
743	0.00831201748
744	0.008290296321
745	0.008274787879
746	0.008260890148
747	0.008251755824
748	0.00824361303
749	0.008225521965
750	0.00818914898
751	0.008147939902
752	0.008120388121
753	0.008095859534
754	0.00808181532
755	0.00807449414
756	0.008066453805
757	0.008056840564
758	0.008034474765
759	0.008023886407
760	0.008018983683
761	0.008007081872
762	0.007991036055
763	0.007974520578
764	0.007974311005
765	0.007955532935
766	0.007948668625
767	0.0079251914
768	0.007908315703
769	0.00790375777
770	0.007896436562
771	0.007866786391
772	0.00785665767
773	0.00785215173
774	0.007834431492
775	0.007803775313
776	0.007782723288
777	0.007762058989
778	0.007747055544
779	0.007732434879
780	0.007719529611
781	0.007719533785
782	0.007701686289
783	0.007697355143
784	0.007684057354
785	0.007673120867
786	0.007659753584
787	0.007655212693
788	0.007650222291
789	0.007637107007
790	0.007616980722
791	0.007612954432
792	0.0076030856
793	0.007577568475
794	0.007572306027
795	0.007558592985
796	0.00754180822
797	0.00753494078
798	0.007513911396
799	0.007501161158
800	0.00749603939
801	0.007475592359
802	0.007466311158
803	0.007466303913
804	0.007459058697
805	0.007452779267
806	0.007445860176
807	0.0074078674
808	0.007407152724
809	0.00738993081
810	0.007377849156
811	0.007366446386
812	0.00734328988
813	0.00734327345
814	0.007333413634
815	0.007329351658
816	0.007314888826
817	0.007303317127
818	0.007290219472
819	0.007285676177
820	0.007276442824
821	0.007262880202
822	0.00725457861
823	0.007250420615
824	0.007244101986
825	0.007234262824
826	0.007223256437
827	0.007208386496
828	0.007193853252
829	0.007187522127
830	0.007187521953
831	0.007182668518
832	0.007179434662
833	0.007164104709
834	0.00714944382
835	0.007125151028
836	0.007115639948
837	0.007099960885
838	0.007082440837
839	0.007069035473
840	0.007049702849
841	0.007035389334
842	0.007019840754
843	0.007019813282
844	0.0070179137
845	0.007014253496
846	0.006998740207
847	0.006991612281
848	0.006978413089
849	0.00696155857
850	0.006955294123
851	0.006947949857
852	0.006932343359
853	0.006918741271
854	0.006918736235
855	0.006905435908
856	0.006888045644
857	0.006873512057
858	0.006849299928
859	0.006849296458
860	0.006849286418
861	0.006842613353
862	0.006826073784
863	0.006801444484
864	0.006786682058
865	0.006772643434
866	0.006772630118
867	0.006763965329
868	0.006760637086
869	0.006754965358
870	0.006740850423
871	0.006732168761
872	0.006716094887
873	0.006716090454
874	0.006712665062
875	0.006705177306
876	0.006690728125
877	0.0066789353
878	0.006665353939
879	0.006665365714
880	0.006652843632
881	0.006643333788
882	0.006635157343
883	0.00661445322
884	0.006601493161
885	0.006589633626
886	0.006576654025
887	0.006562331904
888	0.006549825229
889	0.006549804835
890	0.006549802815
891	0.00653582912
892	0.006535843794
893	0.006535832482
894	0.006534199732
895	0.006534199732
896	0.006534179105
897	0.006534171706
898	0.006534171706
899	0.006534171706
900	0.00653415404
901	0.00653415404
902	0.006522963191
903	0.006518186984
904	0.006506558868
905	0.006506542445
906	0.006506533563
907	0.006506523648
908	0.006503272481
909	0.006491403355
910	0.006486237516
911	0.00647492418
912	0.006468591831
913	0.006468582464
914	0.006463492219
915	0.006459561651
916	0.006459567163
917	0.006459555372
918	0.006459538225
919	0.006459544686
920	0.006454366007
921	0.006454373008
922	0.006454369056
923	0.006447324569
924	0.00643346557
925	0.006433470841
926	0.006433470841
927	0.006433456414
928	0.006433435765
929	0.006430363308
930	0.006417497784
931	0.006400103465
932	0.006387123103
933	0.006387134231
934	0.006374494414
935	0.006374495882
936	0.006369831438
937	0.006369807827
938	0.006369788841
939	0.006369780201
940	0.006369777934
941	0.006369774499
942	0.006369778422
943	0.006369758137
944	0.006369750099
945	0.006369557523
946	0.006369548913
947	0.006369550698
948	0.00636954541
949	0.006369529253
950	0.006369541173
951	0.006369530379
952	0.006369530379
953	0.00636952643
954	0.006369526491
955	0.006369512816
956	0.006369519548
957	0.006361452974
958	0.006361447255
959	0.006361444372
960	0.00635621912
961	0.00635622337
962	0.006356232609
963	0.006356219297
964	0.006356207765
965	0.00634849746
966	0.006343162953
967	0.006335964843
968	0.00632473608
969	0.006319555065
970	0.006319541774
971	0.006310833988
972	0.00630679633
973	0.006306781514
974	0.006306780245
975	0.006306779723
976	0.006301807694
977	0.006289576272
978	0.006273858574
979	0.006261475991
980	0.006239382963
981	0.006201812147
982	0.006196641283
983	0.00618540489
984	0.006176265456
985	0.006163133905
986	0.00614940076
987	0.006138476631
988	0.00613846451
989	0.006133892715
990	0.006122833817
991	0.006122827456
992	0.006110970889
993	0.006110939559
994	0.006110934696
995	0.006110935986
996	0.006103701557
997	0.006097019728
998	0.006087259908
999	0.006079739943
